Low-CNFU consumers will introject their estimates of others’ preferences onto their own to a greater extent than high-CNFU consumers will.,0
Participants who were told that they had made low  progress in a music rating game returned less frequently to the rating website when they were told the progress was due to their own actions (vs. granted) by the music store.,0
Those who initially estimated their ideal-world likelihood of donating blood gave responses to the focal question (how likely they to give blood) that were less optimistic than those who just answered the focal question,0
That whether participants see video of the administration of the identification procedure in addition to witness testimony (operationalized by the construction of a videotaped trial with key manipulated sequences) has a main effect on those participants’ ratings of eyewitness believability.,1
"Specifically, we predicted that participants who changed their decision after being prompted to re-examine the lineup, and then had that new selection reinforced with confirming feedback, would be more likely to select the pictures they shifted to when given a second chance to identify the culprit at a later time.",1
"""Knowing"" particpants who have been randomly assigned to the innocent condition are more likely to sign under the ""waiver condition"" than they are under the ""invoke codition"". ",0
"german police negotiators (i.e., high uncer-tainty avoidant) will use legitimizing messages more often than Dutch police negotiators (i.e., low uncertainty avoidant)",0
VIQ [verbal IQ] was significantly related to CMV-II scores [i.e. comprehension of Miranda rights]—youths with higher VIQ scores better understood Miranda vocabulary,1
Jurors exposed to negative pre-trial publicity (Neg-PTP) are more likely to vote guilty before deliberations than jurors exposed to un-related crime stories (NO-PTP),1
that the amount of value attached to social status is an important predictor of prisoners' involvement in gang activity among young offenders,1
"in an experimental setting, confirming feedback is detrimental to participants’ memories of the culprit",0
"whether the male probationer in the vignette had a mental disorder (major depression, bi-polar disorder, schizophrenia, none) affected officers’ endorsement of forced mental health treatment, as indicated by a the significant main effect.",1
higher total scores on the Youth Level of Service/Case Management Inventory (YLS/CMI) will predict a faster time to recidivism than lower scores in a Japanese juvenile offender population (Hypothesis 2),1
"judges are influenced by confessions, even when improperly obtained, in their assessment of the strength of evidence against the defendant. This is especially true when the evidence against the defendant is otherwise weak",1
the Domestic Violence Screening Instrument-Revised (DVSI-R) scores predict re-arrest for all offenses better than chance (i.e. the scores are “significantly” associated with recidivism),1
"Individualism has a negative impact on support for outpatient commitment laws (OCLs) for both whites and nonwhites, but was larger in magnitude for the former",0
"Participants in an (apparent) multiplayer contribution dilemma who are in the lowest rank but who are given a recall manipulation task to create a sense of high power, make greater contributions to a common pool when they are allowed to explain their contribution level ",0
Intrinsic motivation in performing on-demand work is positively associated with organizational identification with the on-demand firm.,1
"Avoid-performance goal orientation will interact with perceived hostility to predict job search self-efficacy, such that the negative relationship between incivility and job search self-efficacy is weaker for job seekers with higher levels of APGO.",0
"With genetic influences partialed out, environmental influences from interpersonal conflict at work (H6) still affect job satisfaction at Time 1 (age 21).",1
"Study 2 shows situational judgment predicts time-lagged, peer-rated task performance among undergraduate seniors over and above response judgment and other established predictors.",0
"A within-person increase in work hours is associated with a within-person increase in the BMI growth trajectory. Specifically, the rate in which BMI increases over time will speed up when an individual increases his or her work hours.",0
"Given that the Leaderless Group Discussion (LGD) is a particularly close simulation of a status-striving situation, we expect the LGD to be especially strongly related to personality traits indicative of getting ahead; thus Extraversion is predicted to be more strongly related to performance in the LGD relative to the CA (Case Analysis) task.",1
"By not engaging in abusive behaviors, highly conscientious supervisors disrupted the flow of hostility to employees (as indexed by employees going on to engage in organizational deviance), buffering them from the proximal stress of abusive supervision and much of the distal stress of hostile climate perceptions. That is, the relationship between perceived hostile climates and abusive supervision is weaker for highly conscientious supervisors, weakening the indirect effects on employees.",0
Shared temporal cognition moderates the relationship between polychronicity diversity and team performance such that poly-chronicity diversity will be more positively related to team performance when STC is higher and/or more negatively related to team performance when STC is lower.,0
"The dimensions of HPWS (high-performance work systems), such as extensive training, performance-based compensation, and decentralized decision making, provide an opportunity to experience a sense of choice in initiating and regulating one’s own actions. Thus, Hypothesis 1 states that Branch-level HPWS positively relates to empowerment climate.",0
The impact of task accomplishment satisfaction on changes in daily affect is larger for direct care nursing tasks than for indirect care nursing tasks,0
Seeking help from teammates during creative problem solving positively relates to individual level creativity.,1
Goal clarity positively relates to team performance through the partial mediating effect of team potency,0
Individual-focused transformational leadership (TFL) behavior will be positively related to followers’ task performance,0
"Employees’ affective bonding with their employers is impacted by their previous experiences with psychological contract breaches. Thus, we expect that the greater the increase in perceptions of psychological contract breaches, the greater the decline in AC (affective commitment) will be over time.",1
"Contingent self-esteem moderates the effect of self-esteem on deviance, such that the relation between self-esteem level and deviance is stronger when workplace-contingent self-esteem is low.",0
"Brand age strengthens the brand leverage effect; that is, the positive effect of SBBE on attendance is enhanced as brands grow older",0
"H1: Self–brand connection and exposure to NOWOM related to that brand will have an interactive effect on consumers’ behavioral intentions, such that high (low)-SBC consumers will become more (less) inclined to purchase the brand following exposure.",0
H2: Announcements of green marketing partnerships will have a greater positive impact on firm market value than announcements of green technology partnerships.,0
"H1: (a) CCICog has a positive effect on a customer’s resistance to an organization’s repositioning, even when it is a positive change overall",0
Managers facing performance decline will take more risks in their marketing decisions than will managers facing performance growth.,1
The effect of attitudinal loyalty on word of mouth (WOM) is greater than the effect of behavioral loyalty.,1
"Although some studies identify a positive influence of switching costs on switching (e.g., Fullerton 2005) or find no effect (e.g., Bansal et al. 2005), most researchers are in agreement that switching costs reduce switching",0
"Clarity of positioning and attitude toward the sponsorship mediate the interactive effect of fit and similarity on intention to support the nonprofit, such that the adverse impact of similarity is stronger for low-fit sponsorships than for high-fit sponsorships.",0
The joint announcement effects of corporate name changes and business restructuring are likely to be greater than the sum of the individual announcement effects,0
Announcements of brand sponsorships have negative impacts on stock market returns for the firms announcing sponsorships.,0
Single Unit Franchisees (SUFees) will rate the importance of financial benefits higher than will their Multi Unit Franchisees (MUFees) counterparts.,1
Attitude toward the sponsorship relates positively to brand affect.,0
An increase in perceived identity synergy is positively related to an increase in organizational identification.,0
H2: Competitive intensity in the host country is positively associated with market orientation implementation at the subsidiary level.,0
New product program innovativeness is higher for companies that exhibit relatively high environmental uncertainty and boundary-spanning activities compared with other patterns of innovation orientation.,1
H1: The relationships between the organizational cultural values of stability …  and business performance …  will be greater for Japanese than for U.S. service firms.,0
H3: The effects of perceived brand foreignness (PBF) on consumer perceptions of brand value are greater when consumer confidence in brand origin identification (CBO) is high than low.,0
"H2a: Under high outcome dependency, brand personality impressions and brand attitudes will be affected more positively (more negatively) by an employee’s consistent (inconsistent) behavior when the employee does not disclose pseudorelevant information compared to when the employee discloses pseudorelevant information.",0
Regretful forsakers are more likely than satisfied takers to avail of a similar future opportunity when it presents itself again,0
there is a positive effect of a universalism prime (i.e. conceptual trait priming condition) on the charity contributions of those experimental study participants whose personal universalism value score is above the median,0
gender differences in the behavioral consequences of stress responses can be observed in an experimental setting that involves a choice to enter a competition.,0
"in the preference for the experimentation model (PE), the precision parameter (lambda) is larger than zero when the expected utility of the lottery parameter (q0) = .3 – indicating that subject behavior exhibited a consistent preference for experimentation even when such preferences were the least detectable",1
"when agents/workers care about a firm’s mission, average effort increases at successively higher levels of corporate social responsibility (CSR) activity",0
the libertarian principal does not account for observed behavior in a dictator game under the dictator worse (DW) treatment,0
"In a model of decisions made by senders in a two-player investment game, a model component capturing other-regarding preferences, plays a significant role in the decision to invest.",0
the Vickrey-Clarke-Groves (VCG)  mechanism generates significantly higher efficiency than Knapsack,0
"in a laboratory setting, individuals that express increased Skin Conducted Responses (SCR), i.e. higher anticipated and anticipatory emotional arousal, are more likely to evade taxes.",0
"In complex and risky settings, English auctions are more efficient than second-price auctions.",1
"The study tests the claim that with demographics and measures of job satisfaction, mentoring status, intergenerational tension, and age-based work stereotypes accounted for, WICS [Workplace Intergenerational Climate Scale] scores would significantly predict intergroup contact above and beyond other potential predictor variables, thus providing evidence supporting its incremental validity.",0
"The study tests the claim that employee well-being [EWB], as measured through the EWB scale, has a positive effect on affective organizational commitment.",1
The study tests the claim that supervisors’ exceedingly difficult goals are positively related to supervisors’ hindrance stress.,0
"The study tested the claim that humor will buffer the relationship between traumatic events and PTSD, such that the relationship between traumatic events and PTSD will be weaker for those who are high in coping humor.",0
The study tests the claim that the interaction between workload and performance feedback on the amount of helping behavior the feedback recipient receives will be moderated by feedback recipients’ racial distance from their teammates. The workload effect among negative feedback recipients will be weaker for racially distant feedback recipients than for racially similar feedback recipients.,0
The study tests the claim that the magnitude of the relationship between a manager's political skill and their promotability will be larger for boss ratings than for direct report ratings of promotability.,0
The study tests the claim that age diversity will moderate the relationship between mean age and shrinkage such that the negative association between store mean age and shrinkage will be stronger when there is less age diversity.,1
"The study tests whether subgroups of mature job seekers, identified based on their desires for work, show different patterns in their preferences for work characteristics; the specific difference tested for the SCORE claim is preference for part-time work.",1
The study tests the claim that physically fit individuals will show a smaller increase in perceived stress than those less physically fit.,1
The study tests the claim that images should produce faster and more accurate waste disposal behavior responses compared to words.,0
The study tests the claim that parent-child communication would be more connected in the natural environment compared to the indoor environment.,1
"The study tests the claim that anticipated positive feelings have a stronger positive relation with the intention to reduce meat consumption, than how much health benefits consumers perceive to gain from eating less meat.",1
The study tests the hypothesis that positive implicit attitudes toward the prototypical environmentalist will be associated with greater likelihood of donating to an environmental charity.,1
"The study tests the claim that psychological contract-breach will moderate the relationship between job satisfaction and pro-environmental behavior. Specifically, job satisfaction will yield a stronger relationship with pro-environmental behavior for employees who perceive low psychological contract-breach than for employees who perceive high psychological contract-breach.",0
It was expected that adolescents would experience greater psychological restoration -- measured as restoration of attention fatigue -- in outdoor natural settings compared with indoor settings.,1
The study tests the claim that rural residents would have greater place attachment (both identity and dependence) than urban residents.,0
The study tests the degree to which self-reports of proenvironmental behavior reflect objective behavior.,1
The study tests the claim that Americans who are led to believe the U.S. is more responsible than China for CO2 emissions are more likely to attribute climate change to natural causes than to human ones.,1
Materialism is negatively associated with pro-environmental attitudes.,1
We hypothesize that new urban blocks and routes are more walkable than suburban ones and offer more consistent traffic conditions across the route to school (with a specific dependent variable of traffic safety).,1
The study tests the claim that working in a room where plants were present might be more beneficial for participants' attention than working in an environment without plants -- with a specific dependent variable of percentage of words recalled in the same order as presented across the first two intervals of the experiment (T1 and T2).,0
The study tests the claim that a walk through a high prospect-low refuge environment (high levels of prospect and accessibility and few hiding places for a potential offender) will be perceived as less dangerous than a walk through a similar environment with lower levels of prospect-refuge.,1
"Ads representing nature scenery with biospheric elements (vegetation, animals) evoke more positive emotional responses as opposed to ads representing urban scenery or desert landscapes.",1
we hypothesize that guilt-proneness is particularly well-suited for predicting trustworthy intentions and behavior,0
We examined the quadratic effect of general system confidence on taking part in a protest organized by a teachers’ union in Poland,0
"We expected that even outside the laboratory, the more people endorse certain values, the more they would desire emotions that are consistent with them",1
we expect participants to show higher recognition rates when judging expressions from their own cultural group versus expressions from another cultural group.,1
we first predicted that HEX-HH should be linked to prosocial behavior,1
we hypothesized that age would be negatively correlated with anger,0
We expected a horizontal collectivist (HC) cultural orientation to predict the relatively vivid recall of socialized power experiences.,0
"We postulate that under the subjective state (operationalized in Study 2 by asking participants to rate how visible others were to them)… one is in tune with his or her feelings and metacognition (in particular, by rating oneself as having higher verbal skills after performing an easy word retrieval task than after a hard one)….By contrast, under the objective state (participants who were asked to rate how visible they were to other people)…one tends to adopt the observer’s perspective; we hypothesize that as a result, when people are in an objective state of mind they tend to rely less on their metacognition.",0
"Using face images generated by a separate group of participants from ratings as typical of either an atheist or a theist, we hypothesized that an independent group of people, naïve to how the images were generated, would assume the typical atheist image was more likely to act immorally, and the typical theist image was more likely to act morally.",1
"Participants in the contingent condition of a ‘beehive’ approach/avoid task (where no feedback was provided when a participant avoided a hive) were susceptible to an inferior 1-dimension category strategy, while in the full-information condition (where participants were informed of whether the bee variety was friendly or dangerous and of what their payoff would have been had they harvested the hive.) participants were more likely to adopt the correct two-dimensional strategy as learning progressed.",0
"Specifically, we propose that differences in cognitive effort result in the options being less discriminated in the rejection task than in the selection task because rejection is more effortful. The primary dependent measure was the choices participants made, and comparison between the task frames (as interacting with choice attractiveness of the enriched option) provided evidence about how task frames influence choices. The results provided support for the accentuation hypothesis, but with a cognitive effort basis, according to which people are less discriminating in the rejection task because it is more effortful than the selection task.",1
"Children believe that agents maximize expected, rather than actual, rewards, and understand that these estimates change with experience; given the choice between an ignorant and a knowledgeable puppet, they believe it is the ignorant one who will change her choice after tasting the (same) fruit.",1
"A funnel plot which relates the effect size (Cohen’s d) to the standard error observed in a set of money priming studies reported by Vohs et al 2006 and Caruso et al., 2013, shows that the effect sizes are strongly correlated with their standard errors",1
"In a paradigm where participants see either positive or negative information about a target person against a meaningless, colored background followed by evaluatively opposite information provided in the first block presented against a different colored back-ground, automatic evaluations of the target (assessed with an affective priming task) reflect the valence of the initial information when the target was presented against the novel Context C (a third different colored background, ABC renewal).",1
"When between-dyad competition (as opposed to within-dyad competition) is highlighted and incentivized, participants pursue a cooperative divergence strategy that maximizes payoff, while highlighting within-dyad competition facilitates inefficient probability maximizing by emphasizing individual maximization goals.",1
"In Japan, having a non-regular job significantly lowers the likelihood of marriage for both men and women; however, the effect for women is weaker than that for men.",1
The overall association between partners’ education is significantly weaker in male same-sex married couples than in different-sex married couples.,1
measures of complex or ambiguous living arrangements (e.g. when fathers spent nights with the mother) are highly predictive of parents’ double-counting children in their household rosters,1
"among young women in the US, the likelihood of remaining childless into their 40s is higher for obese women than it is for normal weight women",1
"Among couples in which both spouses were working at least part time, negative marital interaction in heterosexual couples predicts lower work satisfaction in husbands (marriage-to-work spillover).",0
The negative associations between a wife’s share of household labor and perceptions of fairness is much greater in in nations with higher levels of gender equity.,0
Children (age 5) score significantly higher on internalizing behavior problems when the level private safety net support at age 3 is lower.,0
MEBMs [marketing-experienced board members] on the board of directors are positively associated with firm revenue growth.,0
Strategic emphasis negatively moderates the relationship of the scope of NPI [new product introductions] with firm value (H4c).,0
Consumer preference for an aesthetic design in an economy-segment product increases with CSM [cross-segment mimicry] of the luxury-segment schema (H2a).,0
Consumers feel more appreciated by a firm when they receive a verbal acknowledgment rather than a similarly worded financial acknowledgment with trivializing compensation (H1).,1
"The study tests the claim that when a shopper is on a larger shopping trip with less well-defined goals, he or she should be more open to in-store cues (i.e., cuing theory better fits this behavior) -- specifically, cuing theory applies for shoppers with medium-sized budgets.",1
The influence of the interaction between referrer credibility and referral valence on potential customers’ supplier evaluation will be greater for an outsupplier than for an insupplier (H4).,0
Increases in recall magnitude lead to decreases in future number of injuries (H1a).,0
Participation in a CRP [customer referral program] increases recommenders’ loyalty (H1).,1
"The relative strategic flexibility of industry rivals with respect to IPO- and SEO-issuing firms moderates the relationship between issuers’ postoffering marketing expenditures and firm value. Specifically, increased marketing expenditures are associated with higher firm value for issuers facing rivals with relatively less flexibility but not for issuers facing rivals with relatively more flexibility (H1).",0
Customer SE [self-efficacy] of participation moderates the effect of CP [consumer participation] on customer participation enjoyment such that high customer SE strengthens the positive effect of CP on customer participation enjoyment (H2a).,0
The focal firm’s majority control over its alliances positively interacts with alliance portfolio resource diversity in influencing firm innovation (H4).,0
"There is a negative relationship between platform-level multihoming of applications and platform sales for nascent platforms, which fades as platforms mature (H1).",0
Exposure to the attrition of network neighbors is associated with an increase in a customer’s probability of defecting.,1
"As people move temporally away from salary receipt, they are more likely to prefer products with prevention-focused attributes than those with promotion-focused attributes (H1).",0
Feature complexity has a negative effect on attention to the brand in the advertisement (H1a).,0
"A relative-thinking effect holds when Consumer A observes a low actual price and Consumer B observes a high actual price, but neither consumer perceives a deviation from the reference price. Specifically, the willingness to seek a promotional offer of a specific monetary value is higher for A than for B (P1). In the specific context of an experiment where the dependent variable was whether a participant chose to make the trip to the second store (offering a promotion) rather than buying the product from the first store, the authors predicted that participants would be more likely to make the trip for the low-priced product when deviation is absent (i.e., relative-thinking effect).",0
"The higher a middle manager’s OI [organizational identification], the stronger is the transfer of IMO [individual-level market orientation] from the top manager to the middle manager (H3a).",0
Prices paid at PWYW [pay what you want] in face-to-face interactions are greater than zero (H1).,1
"That groups collectively high in testosterone will perform optimally when group diversity is low, but groups collectively low in testosterone will perform optimally when diversity is high",0
"Participants coordinating lifting actions with a partner coordinate the action plans of the self and other in the same way that they coordinate the plans for their left and right hands. Thus, predicting the timing and extent of one’s own lifting action helps to compensate for another person’s lifting action: it is easier to compensate for the weight change in the simultaneous joint condition (Iparticipants simultaneously lifted the glasses from each other’s trays) than in the sequential joint condition (participants took turns in lifting the glasses from each other’s trays.)",1
"The 2014 Ebola outbreak led voters to increase support of Republican candidates, in contrast to increasing support for Democratic candidates prior to the outbreak.",0
Observers do no exhibited super-optimal integration for discrimination when ‘expanding/shrinking square’ stimuli are perceived as being complete.,0
"Individuals who place more culpability on a theory about the cause of obesity related to diet are systematically thinner than exercise theorists, controlling for several known correlates of BMI.Individuals who place more culpability on a theory about the cause of obesity related to diet are systematically thinner than exercise theorists, controlling for several known correlates of BMI.",0
"In a breath-awareness task that placed minimal demands on working memory (WM) and produced no detectable WM capacity-related performance differences, participants with greater WMC mind-wandered more while performing this task than those with lower WMC.",0
"Posing in high-power displays (as opposed to low-power displays) causes psychological and behavioral changes consistent with the literature on the effects of power on power holders, including increases in behaviorally demonstrated risk tolerance.",0
Greater asymmetry in initial mutual investments in the supplier’s favor promotes incremental investments by the supplier (H2).,0
"The study tests the claim that compared to offering no free in-room Internet access, offering free in-room Internet access as an amenity should increase initial choice of the hotel brand, holding other factors constant.",1
The average quotes in the misinformed condition will be higher than the average quotes in the informed condition.,1
Perceiving usage experiences as less varied improves postpurchase product evaluation (H1).,0
The probability of purchasing an item in-flight increases if a passenger observes a lateral neighbor make a purchase.,1
"We test the prediction that consumers with high idiosyncratic fit with the focal option will be more likely to act on an offer that is explicitly targeted at the average person (i.e., when the offer is more valuable for them by coincidence) than on an offer that is explicitly designed for people like them.",0
"Agency-oriented, but not communion-oriented, consumers spend more when they shop with a friend than when they shop alone (H1).",0
"we predicted that, among men, intimates’ levels of conscientiousness would moderate the effects of their self-compassion on their motivation to correct their mistakes, such that self-compassion would be positively associated with the motivation to correct interpersonal mistakes among intimates high in conscientiousness but negatively associated with the motivation to correct interpersonal mistakes among intimates low in conscientiousness.",0
"The first prediction is that among those from an honor culture (Southerners and Latinos), those who endorse retributive violence most will also show the greatest prosocial reciprocity",0
learning the preferences of other group members impedes the solution of hidden profiles,1
children with the same educational attainment as their parents will receive more interest from their fathers.,0
"We selected the claim that mothers not living with the focal father (specifically, in a relationship but not cohabiting) would be more likely to access financial support from relatives than would those who are cohabiting with the focal father (H2).",1
"In summary, we expect marketing capability to positively inform the CSR–shareholder wealth relationship.",0
"A model predicting county-level atherosclerotic heart disease (AHD) from information contained in Twitter language performs significantly better than the the AHD-relevant information in 10 traditionally assessed demographic, socioeconomic, and health variables.",0
"Even when a display contains unambiguous bottom-up cues to figure-ground status, reaching toward and touching a region increases its likelihood of being perceived as figure, leading to faster reaction times (RTs) for recalling regions that contained the hand than for recalling other regions.",0
"The study tests the claim that for traditional supermarkets, consumer perceptions of the prices of expensive categories are an important driver of store price images (SPIs).",0
"In the spectator role, independents (vs. interdependents) will have higher evaluations when the outcome is positive (and the process is negative).",0
MMC [multimarket contact] increases the effect of competitive new product introduction increases on own new product introductions (H2b).,1
The study tests the claim that the number of people behind a person would increase his or her perceived value of the product.,0
"On experimental trials, where participants had to view all four words (to verify that the square/circle target was absent), bilingual participants’ total gaze duration to the critical word (the translation of which in Chinese overlapped in phonological content with the Chinese words for ’square’ and ‘circle’) was greater than gaze duration to control words, whereas the two conditions yielded no significant difference in the control group of English monolinguals",0
"In Experiment 3, incongruent visual information interfered with proper sound identification (i.e. the McGurk effect) for sine-wave speech (SWS when participants had been informed that these were speech stimuli (thus signaling more audiovisual integration), but the interference from lipread speech was much smaller for listeners in non-speech mode.",0
"The study tests the claim that, all else being equal, city leaders with informal connections with the provincial secretary will have stronger performance incentives and in turn achieve more rapid economic growth than those without such connections.",1
"The study tests the claim that there is a nonmonotonic relationship between the relative political importance of competing interests and the likelihood of violence during reorganization, with violence demonstrating an inverted U-shape relationship as a function of the ratio of antistatehood to prostatehood political importance.",0
The nature of earmarks received by a district will reflect the district’s geographic and economic characteristics. The specific test of this for the SCORE program relates the number of military installations in a district to the number of Department of Defense earmarks received.,1
Participation in a collaborative institution reduces the capacity of other existing institutions to produce cooperative attitudes and behaviors (EG [ecology of games] Hypothesis).,0
The relatively higher levels of contestation enjoyed by opposition parties in competitive authoritarian regimes further increase the likelihood that the regime’s successor will be an electoral democracy (H4).,0
This study presents the finding that the earnings gains associated with the marginal 4-year college admission are quite large.,0
"H1a: Salesperson promotion focus is, ceteris paribus, more positively related to a hunting orientation than is salesperson prevention focus.",0
our hypothesis was that Nobel Peace Prize laureates would be perceived as significantly more trustworthy than celebrities in their arrest photos,1
For the children of Mexican-origin parents the association between choosing relative or non relative care over early childhood education is positive as the zip code female employment rate increased. This is in contrast to children of white parents where the association between the zip code female employment rate and choosing relative or non relative care is null.,0
We selected the claim that entering high-quality relationships is associated with higher levels of well-being than is not dating or entering low-quality relationships.,1
"When compared with nonboomerang fathering (i.e., fathers who exit the household and do not return), adolescent girls who experience boomerang fathering (i.e. a biological father exiting and entering the home because of breaking up and re-partnering with an adolescent’s mother) report lower levels of depressive symptoms.",0
"With respect a composite measure of father involvement, strong measurement invariance does not hold across the child’s gender when the child is the reporter.",0
"Among married men and women, remarriage is associated with a lower odds of sexual inactivity.",1
We selected the claim that expectations for becoming a young parent are negatively associated with going to a 2-year college.,0
"If participants categorize targets according to their accents, then same-accent errors will exceed different-accent errors.",1
One goal of this paper is to provide a case study of cooperation between humans and a wild animal partner (the Greater Honeyguide bird).,1
individuals who have a strong BIS are expected to exhibit higher levels of social conservatism than individuals who have a weak BIS system,1
We selected the claim that immigrant generational status moderates the impact of exposure to peer deviance on violent behavior.,1
"When participants were asked to view ‘Sally-Anne’ videos with three different sets of instructions (no instructions, tracking the agent’s belief about the location of the balls, and tracking the true location of the ball), even the latter group displays eye movements consistent with engaging in mentalizing despite having an incongruent task instruction and goal",1
"The study tests the claim that under full information, group members are substantially more likely to aid salaried authorities than authorities with appropriative incentives.",1
"The study finds gender performance differences in response to increased competition, focusing on long-term tasks carried out in a regular social environment: the university classroom.",1
The study presents the finding that participants exert higher effort in the first stage of a two-stage tournament treatment than participants in a strategically equivalent one-stage tournament treatment.,0
The study presents the finding of a sizable positive relationship between housing wealth and college attendance.,1
"We hypothesized that (1) participants in the Enhance Difference condition would be less likely to experience mixed emotions than those in the Reduce Difference condition, especially during a pleasant (vs. unpleasant and combined pleasant-unpleasant) TV clip",0
a PD-self would be associated with higher levels of agitation-related emotions (Hypothesis 2).,0
partners who appear more productive should receive greater generosity,1
"We predict, therefore, that skin color will predict attractiveness better in own- than in other-ethnicity faces",0
It was hypothesized that women would have more positive implicit responses to high-status occupations when a high-involvement context was primed than when a low-involvement context was primed,0
"In the years after parental incarceration, youth subjects with incarcerated parents commit more theft than a sample of matched control subjects.",0
"In the sentences that they impose, criminal judges are influenced strongly by the prosecutor’s sentencing recommendation.",1
Households reporting a higher share of conspicuous consumption in 2011 compared to 2004 are more likely to report an elevated sense of economic well-being.,0
Having a public defense pact with a nuclear state reduces the likelihood of being targeted in a violent militarized interstate dispute.,1
The study tests the claim that qualified female candidates are disadvantaged by the use of referrals in a hiring drive because of the low number of women referred by male candidates.,1
"The study presents the finding that programs that set aside government contracts for minority-owned firms and subcontractors had a large and significant impact on African American business ownership during the 1980s, with the black-white self-employment gap falling by 3 percentage points.",1
The study presents the finding that men perform better than women at the very competitive HEC [Ecole des Hautes Etudes Commerciales in Paris] admission contest.,1
The study presents the finding that young Americans today are about 5% more skilled.,1
The study tests the claim that the local return to schooling is inversely related to housing prices.,1
"The study presents the finding that higher foreign competition substantially changes the structure of compensation by increasing the sensitivity of pay to performance, such that incentive provision is higher.",1
The study presents the finding of academic peer effects of much larger magnitude than found in the previous literature.,1
"Areas that are more marginalized politically are more likely to secede from their local administrative unit, forming “their own” new local government.",0
The study presents the finding that country of origin is an important determinant of naturalization success.,1
mothers' fundamental frequency (F0) values decrease after pregnancy relative to pre-conception,1
That participants in the charismatic condition will choose the cooperative option in the Stag Hunt game more often than participants in the non-charismatic condition,0
Children’s allocation rates vary according to concerns between individual- and group-regarding preferences.,1
Our main hypothesis was that women who display features associated with higher fitness — such as low waist-to-hip ratio (WHR) — cooperate less often in the  prisoner’s dilemma game (PDG). The findings suggest the opposite may be true.,0
"that a moderate tendency to self-deceive is functional, promoting mental health",0
Participants felt more control over colours that were associated with prime-compatible actions than over colours associated with prime-incompatible actions,1
"Affective presence will predict romantic interest during speed-dating, such that positive affective presence will be positively related to romantic interest and negative affective presence negatively related to romantic interest.",0
Ethnic minority adolescents (but not ethnic majority adolescents) who have larger online networks also have a lower percentage of co-ethnic friends.,1
